days_since_last_purchase,purchase_frequency,avg_session_duration_min,cart_abandonment_rate,total_spend_usd,num_support_tickets,pages_per_session,discount_usage_rate,email_open_rate,preferred_device,membership_tier,churned
24,2,3.5,0.876,70.51,1,4.1,0.823,0.198,desktop,gold,1
47,3,6.5,0.266,34.88,0,4.0,0.617,0.778,mobile,silver,0
1,10,16.7,0.025,389.27,0,15.3,0.496,0.581,desktop,platinum,0
28,8,28.2,0.037,41.9,1,13.0,0.263,0.564,desktop,bronze,0
1,0,1.5,0.741,,3,6.5,0.513,0.096,desktop,silver,0
19,6,17.0,0.241,476.26,0,10.0,0.034,0.833,desktop,silver,1
111,0,2.9,0.735,4.81,2,2.8,0.554,0.056,mobile,bronze,1
118,2,7.6,0.474,1.41,0,,0.331,0.294,mobile,bronze,0
6,7,12.5,0.138,467.01,0,16.0,0.234,0.722,desktop,bronze,0
18,3,2.9,0.565,56.5,1,6.7,0.72,0.162,desktop,silver,0
102,1,4.5,0.714,11.27,1,7.1,0.71,0.088,mobile,bronze,0
58,6,18.8,0.315,201.97,0,,0.1,0.222,desktop,platinum,0
24,9,15.2,0.047,569.57,0,11.3,0.306,0.377,desktop,gold,0
27,3,16.8,0.025,1648.47,0,8.0,0.113,0.803,tablet,silver,0
72,2,3.9,0.737,205.4,0,8.0,0.417,0.107,mobile,bronze,0
2,0,7.4,0.268,147.66,0,7.6,0.367,0.463,mobile,silver,1
29,3,5.6,0.693,90.31,3,7.3,0.535,0.438,mobile,bronze,0
16,9,27.4,0.124,,0,9.2,0.304,0.871,mobile,silver,0
83,1,2.2,,149.5,1,2.5,0.407,0.09,tablet,gold,1
8,0,3.1,0.855,30.18,1,5.3,0.904,0.286,tablet,bronze,0
37,1,,0.292,70.11,0,7.5,0.493,0.514,tablet,bronze,1
196,1,4.9,0.617,46.53,2,3.5,0.355,0.239,mobile,bronze,1
3,3,20.2,0.143,597.87,1,10.3,0.112,0.471,mobile,gold,0
30,8,20.3,0.107,964.61,0,,0.207,0.858,mobile,bronze,0
2,10,13.2,0.292,780.95,0,9.2,0.094,0.618,desktop,gold,0
4,3,,0.369,108.31,0,7.1,0.628,0.61,mobile,bronze,0
4,6,22.9,0.224,243.86,1,11.3,0.514,0.579,desktop,gold,0
16,8,24.9,0.049,251.37,0,13.9,0.141,0.88,desktop,silver,0
141,2,,0.776,1.4,4,5.3,0.571,0.022,mobile,bronze,0
7,5,,0.038,635.22,0,13.1,0.078,0.621,mobile,gold,0
82,0,0.7,0.668,24.14,5,4.8,0.516,0.15,mobile,gold,0
12,6,17.3,,246.22,1,8.4,0.157,0.3,mobile,gold,0
96,0,,0.582,202.31,2,11.0,0.378,0.33,desktop,bronze,0
240,3,6.6,0.725,136.99,1,3.4,0.536,0.357,mobile,bronze,1
59,1,4.4,0.541,36.18,1,2.9,0.791,0.375,desktop,bronze,0
58,10,9.1,0.119,130.87,0,10.0,0.027,0.654,desktop,silver,1
20,2,6.6,0.234,36.68,0,4.0,0.523,0.588,mobile,silver,0
62,2,2.3,0.68,19.36,1,2.4,0.848,0.614,mobile,bronze,1
29,1,3.5,0.476,4.79,2,2.0,0.498,0.004,mobile,silver,1
52,0,2.4,0.929,115.57,2,2.1,0.651,0.175,mobile,bronze,1
4,11,11.2,0.154,1767.05,1,,0.227,0.291,desktop,silver,1
23,1,6.6,0.827,120.37,1,4.6,0.686,0.098,mobile,silver,1
118,0,8.0,0.29,85.22,0,4.0,0.759,0.132,mobile,bronze,1
62,14,19.6,0.087,10.26,0,15.5,0.161,0.519,mobile,bronze,1
31,6,14.0,0.171,1103.47,0,14.7,0.042,0.86,mobile,platinum,0
58,1,,0.761,89.5,2,2.4,0.643,,mobile,bronze,1
4,3,20.7,0.329,169.43,0,9.0,0.566,0.58,mobile,platinum,0
48,8,15.5,0.046,1313.99,0,10.1,0.152,0.745,tablet,bronze,0
35,7,17.2,,242.75,0,10.3,0.29,,desktop,gold,0
3,3,19.1,0.271,244.41,0,8.5,0.296,0.376,desktop,silver,1
40,6,,0.015,193.24,0,12.1,0.187,0.593,mobile,gold,0
41,2,11.1,0.878,71.79,0,5.1,0.361,0.281,mobile,bronze,1
23,0,8.8,0.595,37.33,3,7.0,0.407,0.783,desktop,silver,0
21,8,23.9,0.272,994.33,0,10.8,0.168,0.909,tablet,gold,0
6,0,4.8,0.757,48.04,0,4.0,0.514,0.161,desktop,gold,0
87,2,0.5,0.671,23.54,3,4.6,0.782,0.026,mobile,bronze,1
84,0,1.9,0.661,123.9,5,3.4,0.677,0.099,mobile,bronze,1
98,4,24.3,0.16,901.63,0,13.4,0.133,0.85,mobile,gold,0
22,6,17.7,0.079,898.34,0,12.0,0.432,0.833,desktop,gold,0
26,10,19.8,0.496,406.43,0,8.0,0.383,0.7,mobile,platinum,0
84,2,6.4,0.275,2.33,3,6.6,0.308,0.686,desktop,bronze,0
3,2,10.9,0.286,40.81,2,7.1,0.362,0.843,mobile,bronze,0
48,3,8.1,0.8,0.01,1,7.9,0.498,0.463,mobile,bronze,0
5,10,12.2,0.053,1565.39,0,14.0,0.356,0.77,desktop,silver,0
5,10,16.3,0.255,233.88,1,9.4,0.417,0.716,tablet,platinum,0
365,2,4.3,0.671,28.87,2,3.3,0.31,0.448,desktop,bronze,1
231,1,3.9,0.855,211.07,3,3.8,0.705,0.277,desktop,bronze,1
31,4,0.5,,19.71,2,3.5,0.619,0.169,desktop,gold,0
34,7,28.9,0.37,406.54,0,,0.727,0.695,mobile,gold,0
4,7,19.8,0.008,1075.07,0,15.9,0.318,0.93,mobile,silver,0
64,3,10.8,0.561,46.15,1,2.5,0.511,0.515,mobile,bronze,1
2,0,4.2,0.171,2.5,1,3.0,0.544,0.013,mobile,bronze,1
13,10,7.2,0.063,180.65,2,10.5,0.238,0.517,desktop,platinum,1
1,7,16.7,0.311,1382.99,0,12.3,0.225,0.904,desktop,bronze,0
274,0,4.6,0.828,0.97,7,3.4,0.225,0.013,mobile,gold,1
31,11,16.0,0.023,843.21,1,10.3,0.466,0.523,mobile,silver,0
195,2,2.6,0.755,47.54,2,1.8,0.85,0.381,mobile,bronze,1
1,4,22.3,0.217,1009.81,1,4.1,0.448,0.832,tablet,silver,0
17,5,13.2,0.15,830.27,0,10.2,0.089,0.392,mobile,silver,0
61,1,3.7,0.84,29.0,2,3.2,0.306,0.266,mobile,bronze,1
22,0,2.1,0.792,50.78,4,1.6,0.658,0.055,mobile,bronze,0
16,6,13.4,0.213,505.32,0,11.9,0.23,0.707,desktop,platinum,0
92,2,5.5,0.752,31.22,0,6.4,0.086,0.579,mobile,bronze,0
29,9,19.9,0.267,153.21,1,17.1,0.261,0.689,mobile,platinum,0
32,12,28.0,0.002,1542.24,0,7.6,0.061,0.951,desktop,gold,0
42,8,17.0,0.168,1165.53,0,12.7,0.171,0.903,mobile,bronze,0
82,2,5.9,0.49,72.97,1,4.6,0.543,0.416,mobile,silver,1
13,0,5.5,0.677,,1,5.8,0.276,0.208,mobile,bronze,0
16,10,25.9,0.077,370.36,0,12.1,0.17,0.769,mobile,bronze,0
31,5,9.1,0.39,870.97,0,12.2,0.625,0.63,desktop,gold,0
103,2,8.5,0.54,66.06,1,6.1,0.104,0.247,desktop,silver,0
108,9,18.7,0.388,976.4,2,9.3,0.211,0.809,mobile,gold,0
1,7,15.2,0.06,82.3,0,11.2,0.357,0.91,mobile,gold,0
44,0,0.5,0.668,113.43,4,2.1,0.537,0.047,desktop,bronze,0
81,0,7.9,0.858,16.31,0,,0.443,0.272,desktop,gold,0
130,3,,0.547,174.97,2,1.0,0.668,0.291,mobile,silver,0
76,0,5.3,0.548,57.36,4,3.9,0.47,0.093,mobile,bronze,1
24,9,19.4,0.015,51.64,0,14.0,0.505,0.805,desktop,silver,0
1,3,27.5,0.28,636.69,0,6.7,0.089,0.643,desktop,gold,0
11,0,4.8,0.802,18.64,1,1.0,0.485,0.105,desktop,silver,0
34,3,3.3,0.644,33.96,2,4.2,0.645,0.148,mobile,gold,1
271,0,2.6,0.959,17.21,3,5.2,0.265,0.387,mobile,bronze,1
7,1,3.1,0.873,76.64,1,1.4,0.3,0.096,mobile,bronze,1
19,7,4.6,0.194,13.0,0,10.1,0.226,0.697,desktop,silver,0
28,11,10.1,0.225,441.91,0,9.8,0.404,0.367,desktop,silver,0
68,1,4.7,0.481,97.21,0,5.0,0.458,0.18,mobile,bronze,1
38,6,25.1,0.181,181.85,0,12.9,0.201,,desktop,platinum,0
66,8,21.5,0.069,98.39,0,11.1,0.2,0.788,mobile,silver,0
84,1,2.8,0.439,38.88,1,1.3,0.707,0.002,mobile,bronze,1
16,2,1.0,0.832,19.03,1,5.3,0.729,0.028,mobile,bronze,1
33,9,23.2,0.013,350.55,1,,0.235,0.808,mobile,gold,0
173,0,0.5,0.764,222.17,3,4.2,0.613,0.009,mobile,bronze,0
106,1,11.4,0.43,82.88,2,6.7,0.494,,tablet,bronze,0
33,4,14.0,0.491,113.86,2,5.8,0.391,0.141,tablet,bronze,0
32,3,7.4,0.536,54.86,0,5.0,0.552,0.14,mobile,bronze,1
139,0,0.8,0.506,84.09,0,5.3,0.461,0.213,mobile,bronze,0
102,2,6.2,0.708,70.05,1,9.6,0.435,0.326,mobile,bronze,1
10,14,21.6,0.061,163.55,0,12.5,0.112,0.783,desktop,bronze,1
6,7,17.6,,275.97,0,6.3,0.474,0.675,mobile,platinum,0
4,0,0.5,0.928,1.77,1,4.1,0.568,0.197,mobile,silver,0
15,1,7.2,0.937,5.19,2,1.0,0.401,0.188,mobile,silver,0
32,10,22.2,0.222,2262.06,0,13.1,0.216,0.534,mobile,silver,0
1,7,16.0,0.166,308.57,0,12.2,0.161,0.425,desktop,gold,0
224,2,3.9,0.867,167.44,2,1.8,0.58,0.019,mobile,gold,0
3,6,24.0,0.12,316.73,1,,0.067,0.225,desktop,platinum,1
127,1,3.4,0.719,45.76,3,1.9,0.707,0.634,desktop,silver,0
5,6,19.2,0.339,255.1,0,15.2,0.488,0.641,desktop,bronze,0
5,13,20.3,,210.82,1,12.8,0.324,0.706,desktop,gold,0
8,5,5.1,0.157,11.46,2,5.8,0.483,0.446,desktop,silver,0
15,2,8.0,0.143,88.57,1,1.6,0.472,0.461,tablet,silver,0
2,8,17.3,0.118,186.8,0,12.8,0.254,0.945,mobile,gold,0
3,13,25.9,0.168,403.36,0,10.5,0.173,0.695,mobile,platinum,0
5,9,30.4,0.638,73.66,0,8.5,0.07,0.498,desktop,gold,0
35,1,6.6,0.292,179.59,1,4.4,0.183,0.165,tablet,silver,0
10,5,20.2,0.09,345.16,0,11.1,0.588,0.591,desktop,gold,0
252,1,1.6,,61.12,1,4.9,0.657,0.446,mobile,bronze,1
43,0,1.2,0.597,32.59,3,4.2,0.921,0.281,mobile,silver,1
13,8,10.4,,75.87,0,8.0,0.034,0.896,mobile,silver,0
1,8,11.7,0.053,1003.22,0,9.4,0.388,0.379,mobile,platinum,0
126,1,7.5,0.209,30.3,0,5.9,0.521,0.396,tablet,silver,0
36,1,1.7,0.803,,0,1.0,0.901,0.026,desktop,bronze,1
10,6,20.4,0.302,908.05,0,13.0,0.173,0.162,desktop,bronze,1
45,3,6.8,0.401,37.59,3,4.0,0.67,0.442,desktop,bronze,1
19,1,7.9,0.739,84.82,1,7.8,0.592,0.437,desktop,silver,0
98,6,15.6,0.3,32.25,0,12.8,0.274,0.804,desktop,gold,0
10,5,15.9,0.025,646.7,0,13.9,0.672,0.811,desktop,silver,0
19,12,21.9,0.588,,1,9.7,0.185,0.393,tablet,silver,1
2,4,12.2,0.654,108.69,1,8.2,0.488,0.318,mobile,bronze,0
105,0,3.2,0.746,30.18,1,2.6,0.521,0.039,mobile,silver,1
177,2,8.3,0.87,60.46,0,6.0,0.396,,mobile,bronze,1
26,10,18.3,0.162,335.75,0,8.3,0.12,0.953,mobile,bronze,0
2,10,8.2,0.034,1400.33,0,11.4,0.578,0.494,mobile,platinum,0
230,0,2.3,0.91,57.95,0,3.2,0.635,0.377,desktop,silver,1
6,12,23.9,0.311,24.46,1,10.6,0.181,0.222,desktop,bronze,1
3,9,17.3,0.507,206.18,0,13.6,0.156,0.914,mobile,platinum,0
2,1,2.2,0.879,1.36,2,4.5,0.631,0.046,mobile,bronze,1
2,13,16.0,0.152,435.81,0,11.1,0.123,0.436,desktop,silver,0
89,1,5.2,0.966,30.16,0,4.9,0.367,,mobile,bronze,1
12,7,10.9,0.016,,1,12.4,0.272,0.702,mobile,silver,0
15,8,20.1,0.199,85.67,0,14.5,0.333,0.631,mobile,gold,0
5,3,3.4,0.782,50.99,1,1.3,0.807,0.067,mobile,bronze,0
3,5,15.9,0.032,97.43,0,15.6,0.228,0.667,desktop,gold,1
76,2,2.7,0.536,19.35,3,1.8,0.778,0.01,mobile,gold,1
84,14,20.5,0.061,49.49,0,12.5,0.41,0.677,tablet,bronze,1
36,5,,0.67,145.02,1,10.1,0.62,0.542,mobile,silver,0
6,11,24.5,0.014,265.44,0,7.6,0.168,0.851,desktop,gold,1
15,2,2.8,0.759,140.44,3,1.7,0.474,0.02,desktop,bronze,1
1,4,12.4,0.059,402.3,0,8.5,0.454,0.724,desktop,gold,0
41,6,16.4,0.111,666.2,0,9.7,0.314,0.681,desktop,gold,0
14,4,19.0,,615.91,0,12.2,0.196,0.849,mobile,gold,0
33,5,9.3,0.863,51.92,2,9.5,0.215,0.612,mobile,bronze,0
19,4,13.1,0.251,210.2,0,5.0,0.66,0.58,desktop,bronze,0
7,11,17.2,0.277,,0,13.4,0.342,0.748,desktop,platinum,0
7,8,24.3,0.464,73.24,0,15.7,0.282,0.657,tablet,platinum,0
114,1,1.7,0.584,28.66,1,3.4,0.51,0.283,tablet,bronze,0
1,1,2.7,0.842,72.35,0,1.2,0.77,0.124,mobile,silver,0
22,4,18.9,,89.97,0,12.0,0.225,0.671,mobile,gold,0
32,11,16.6,0.198,442.12,1,13.0,0.051,0.488,desktop,gold,0
5,6,8.5,0.15,5.01,0,12.3,0.26,0.875,desktop,gold,0
19,12,13.7,0.091,296.41,0,12.9,0.186,0.486,mobile,bronze,0
51,0,3.2,0.866,41.37,3,7.4,0.496,0.144,desktop,bronze,0
30,11,14.9,0.101,152.77,1,22.0,0.224,0.471,mobile,silver,0
17,2,0.5,0.781,7.23,2,3.0,0.463,0.062,desktop,bronze,1
133,0,1.2,0.847,28.76,0,3.6,0.518,0.029,desktop,gold,0
5,3,8.1,0.507,25.68,0,6.9,0.483,0.859,desktop,bronze,0
310,2,3.0,0.936,27.75,5,1.0,0.426,0.001,mobile,bronze,1
1,6,18.9,0.076,885.51,0,16.0,0.839,0.86,mobile,platinum,0
11,0,4.0,0.972,73.92,0,1.3,0.629,0.295,mobile,bronze,1
280,3,5.8,0.563,30.99,1,7.9,0.304,0.365,mobile,bronze,0
22,6,12.2,0.16,213.45,0,10.2,0.105,0.283,desktop,platinum,1
28,0,1.9,0.921,62.02,0,4.6,0.679,0.156,mobile,bronze,0
13,6,8.3,0.05,98.56,0,,0.645,0.837,desktop,gold,0
12,11,12.4,,974.02,0,,0.599,0.501,desktop,silver,1
59,4,7.8,0.252,75.69,2,4.1,0.358,0.076,desktop,bronze,0
46,2,1.8,0.771,11.93,1,3.1,0.523,0.208,mobile,silver,0
108,2,8.5,0.365,30.49,2,5.4,0.677,,desktop,bronze,0
75,1,8.6,0.262,171.84,0,7.2,0.507,0.326,desktop,bronze,0
25,2,7.9,0.475,101.01,2,8.8,0.241,0.341,desktop,silver,0
1,7,31.6,0.081,238.05,0,5.4,0.414,0.361,desktop,gold,0
4,11,21.4,0.268,78.34,0,8.0,0.513,0.196,desktop,gold,0
22,8,17.7,0.023,235.71,0,10.5,0.23,0.55,desktop,silver,0
28,5,24.3,0.129,102.04,2,7.8,0.366,0.479,mobile,platinum,0
36,4,22.9,0.033,2167.83,0,7.8,0.275,0.332,desktop,silver,0
6,6,23.5,0.156,875.34,0,11.7,0.273,,desktop,gold,0
53,13,16.9,0.127,957.59,0,13.8,0.089,0.661,desktop,bronze,0
16,9,10.2,0.122,539.26,0,9.1,0.26,0.772,mobile,silver,1
66,1,7.6,0.762,21.59,2,5.5,0.278,0.789,desktop,silver,1
46,0,3.6,,76.43,3,3.8,0.654,0.024,desktop,gold,1
51,2,10.2,0.739,75.12,1,5.4,0.488,0.168,mobile,bronze,0
65,8,14.3,0.117,590.22,0,13.5,0.354,0.682,desktop,gold,0
38,0,4.8,0.44,209.48,1,6.2,0.313,0.585,tablet,bronze,0
5,8,15.9,0.257,383.56,0,,0.284,0.662,mobile,gold,0
33,8,24.5,0.048,10.05,2,8.5,0.332,0.64,mobile,silver,0
152,2,0.5,0.343,83.91,1,5.1,0.293,0.278,desktop,bronze,0
168,1,2.7,0.809,53.99,3,1.0,0.707,,tablet,bronze,1
1,4,4.3,0.487,62.39,1,5.6,0.681,0.389,mobile,silver,0
9,8,15.0,0.526,997.97,1,13.1,0.089,0.729,mobile,silver,0
50,6,24.4,0.182,452.11,1,7.8,0.254,0.584,desktop,silver,0
1,13,17.7,0.037,743.43,0,16.1,0.33,0.38,mobile,gold,1
38,4,16.0,0.009,501.22,0,11.2,0.421,0.567,desktop,gold,0
5,9,31.3,0.305,570.72,0,16.7,0.476,0.851,tablet,platinum,1
158,1,0.5,0.885,125.75,1,2.7,0.564,0.366,mobile,gold,0
180,1,5.8,0.734,24.12,1,3.5,0.696,0.095,mobile,bronze,0
247,1,2.1,0.851,76.69,4,1.3,0.829,0.38,mobile,bronze,1
61,0,8.5,0.305,101.39,2,,0.572,0.253,mobile,bronze,0
71,1,10.3,0.65,19.5,2,4.6,0.373,0.386,desktop,gold,0
27,11,24.0,0.133,432.44,0,13.3,0.3,0.624,desktop,silver,0
32,16,14.0,,755.68,0,10.6,0.171,0.85,tablet,gold,0
26,8,16.7,0.275,185.73,0,4.6,0.191,0.636,desktop,silver,0
51,9,18.9,0.058,447.4,0,8.8,0.299,0.642,desktop,gold,0
314,3,11.2,,,1,3.1,0.527,0.522,mobile,silver,1
36,3,10.6,0.31,,1,9.1,0.217,0.194,mobile,platinum,0
1,7,21.0,0.116,1516.71,0,14.7,0.181,0.674,mobile,bronze,0
5,5,17.3,0.326,,1,8.0,0.276,0.816,mobile,gold,0
211,0,4.8,0.61,159.29,4,4.9,0.904,,mobile,bronze,1
17,1,3.3,0.468,3.17,0,9.3,0.275,0.42,desktop,gold,1
108,0,1.9,0.66,4.42,3,4.0,0.748,0.291,mobile,bronze,1
1,7,15.7,,224.8,0,7.5,0.337,0.768,desktop,silver,0
1,5,,0.021,550.23,2,13.3,0.145,0.84,mobile,gold,0
35,9,19.1,0.111,168.33,0,10.9,0.396,0.882,mobile,silver,0
365,1,3.7,0.409,22.33,1,3.5,0.617,0.2,mobile,gold,1
31,3,10.3,0.532,79.13,3,8.0,0.363,0.432,mobile,bronze,0
30,0,3.1,0.744,55.77,2,5.5,0.881,0.255,tablet,silver,1
1,4,25.3,0.404,324.51,0,10.4,0.147,0.737,desktop,gold,0
132,0,4.8,0.674,134.5,1,1.3,0.164,0.051,desktop,silver,1
19,8,12.8,0.279,1696.09,0,17.6,0.202,0.555,tablet,silver,0
4,7,14.2,0.259,548.15,0,11.7,0.244,0.765,mobile,gold,1
22,9,21.9,0.171,98.59,0,9.3,0.075,0.468,desktop,gold,0
268,2,3.3,0.426,58.52,2,6.4,0.681,0.003,mobile,silver,1
59,0,5.9,0.899,158.33,4,1.6,0.782,0.312,desktop,bronze,1
39,7,23.4,0.308,535.89,0,14.6,0.389,0.796,tablet,gold,0
3,9,,0.106,676.18,0,6.1,0.519,0.546,tablet,gold,0
6,1,7.2,0.481,145.54,1,6.9,0.612,0.517,desktop,bronze,0
239,1,5.8,0.902,73.45,4,2.9,0.673,0.215,mobile,bronze,1
4,8,16.0,0.228,523.04,0,13.9,0.535,0.667,mobile,gold,0
43,2,2.2,0.981,179.08,3,3.1,0.29,0.083,desktop,bronze,0
239,2,5.7,0.788,12.99,1,2.9,0.64,0.011,desktop,silver,1
1,6,,0.534,30.56,1,12.1,0.426,0.826,desktop,bronze,1
11,11,21.3,0.333,1043.0,0,13.7,0.148,0.867,mobile,bronze,0
33,2,4.3,0.737,13.84,3,2.9,0.818,,mobile,bronze,1
103,0,3.5,0.938,32.38,4,2.0,0.368,0.142,mobile,gold,0
38,2,4.9,0.568,51.06,3,3.5,0.784,0.019,desktop,bronze,1
8,4,5.0,0.196,180.92,2,5.0,0.39,,desktop,bronze,1
135,0,5.6,0.407,67.56,1,7.5,0.423,0.552,tablet,silver,0
99,1,2.0,0.954,7.39,3,3.1,0.357,0.302,mobile,silver,0
49,0,4.9,0.518,134.49,2,2.4,0.466,0.077,desktop,bronze,0
139,6,0.6,0.512,15.94,3,7.3,0.691,0.576,mobile,gold,0
33,2,9.3,0.346,33.73,3,4.6,0.392,0.298,desktop,silver,0
10,5,18.3,0.04,1089.59,0,13.7,0.075,0.503,desktop,silver,0
112,1,4.9,0.776,7.51,6,,0.833,0.046,desktop,bronze,1
230,0,3.2,0.827,5.86,3,,0.814,0.034,mobile,bronze,1
6,8,15.8,0.048,451.12,2,9.8,0.271,0.218,desktop,platinum,1
17,7,13.3,0.044,545.52,0,9.0,0.008,0.872,mobile,gold,0
71,1,8.9,0.552,0.21,0,2.2,0.712,0.011,mobile,bronze,1
1,10,32.1,0.1,545.28,0,10.8,0.182,0.888,mobile,gold,0
97,3,,0.607,199.36,3,3.8,0.458,0.299,mobile,bronze,1
25,6,19.7,0.427,250.68,0,10.9,0.153,0.708,desktop,silver,0
66,2,27.9,0.207,128.72,0,7.4,0.341,0.419,desktop,gold,0
159,2,3.3,0.738,47.49,0,,0.889,0.029,desktop,bronze,0
28,10,20.0,0.102,28.2,0,9.2,0.132,0.829,tablet,silver,0
14,6,23.6,0.114,15.44,0,11.8,0.208,0.487,mobile,gold,1
41,2,12.0,0.52,54.22,2,,0.268,0.646,mobile,silver,1
15,6,15.8,0.024,220.66,0,11.8,0.325,0.671,desktop,silver,0
38,0,3.5,0.836,10.11,0,5.0,0.518,0.05,desktop,silver,1
45,9,13.6,0.01,175.91,1,8.0,0.243,0.481,mobile,platinum,1
67,1,,0.599,32.11,1,1.9,0.437,0.009,mobile,silver,0
127,3,10.0,0.624,47.05,0,6.0,0.236,0.681,mobile,silver,0
18,10,20.9,0.014,473.85,0,18.0,0.543,0.661,tablet,gold,0
8,6,24.2,0.394,115.67,1,12.1,0.371,0.453,desktop,silver,1
123,0,4.4,0.868,0.99,2,2.9,0.161,0.44,mobile,bronze,0
4,7,21.1,0.01,146.52,0,9.9,0.375,0.458,mobile,gold,0
120,0,6.5,0.631,31.83,4,6.0,0.637,0.182,mobile,bronze,1
103,1,,0.531,321.48,0,1.4,0.527,0.573,tablet,silver,1
121,1,0.5,0.724,65.19,2,2.9,0.48,0.083,desktop,bronze,1
96,0,3.9,0.771,41.15,0,1.4,0.885,0.237,mobile,bronze,0
64,2,13.8,0.853,22.58,1,6.7,0.482,0.323,mobile,gold,1
63,0,,0.637,118.2,1,6.0,0.362,0.285,mobile,bronze,1
56,1,4.4,0.504,41.65,2,2.2,0.556,0.292,desktop,bronze,0
6,12,19.0,0.018,915.2,0,7.2,0.396,0.86,mobile,silver,0
2,8,17.4,0.024,922.7,1,,0.119,0.863,mobile,gold,1
6,1,10.8,0.248,46.45,0,,0.435,0.46,tablet,gold,1
34,0,1.9,0.646,89.0,3,2.1,0.511,0.208,mobile,silver,0
27,0,3.5,0.771,3.44,4,3.0,0.627,,mobile,bronze,0
4,7,17.6,0.439,534.31,0,9.3,0.158,0.757,mobile,platinum,1
77,3,2.6,0.882,8.56,1,,0.697,0.071,desktop,bronze,1
39,10,9.2,0.195,228.39,1,7.4,0.116,,desktop,gold,0
11,12,23.6,0.311,722.92,0,10.3,0.198,0.763,desktop,bronze,0
49,6,18.9,0.112,950.7,1,10.1,0.149,0.887,mobile,bronze,0
13,9,27.0,0.111,126.95,0,,0.216,0.918,tablet,platinum,0
10,12,23.7,0.244,895.37,0,14.0,0.51,0.597,mobile,gold,1
322,2,0.5,0.764,36.98,0,2.1,0.648,0.005,mobile,gold,1
1,9,20.5,0.146,583.3,0,9.0,0.227,0.927,desktop,silver,0
13,1,8.0,0.543,85.45,2,7.1,0.385,0.366,tablet,bronze,1
21,5,,,619.44,0,11.1,0.325,0.578,mobile,platinum,1
68,1,0.9,0.454,27.02,3,6.7,0.702,0.215,mobile,bronze,0
119,1,4.0,0.866,0.64,2,2.8,0.125,0.024,desktop,silver,1
49,2,6.4,0.951,62.28,4,1.5,0.748,0.166,mobile,silver,1
9,8,11.2,0.772,328.66,0,14.0,0.623,0.774,desktop,gold,0
18,12,19.6,0.052,866.72,0,11.3,0.327,0.568,desktop,bronze,1
13,4,12.9,0.077,1204.74,2,11.0,0.092,0.813,desktop,platinum,0
103,1,1.8,0.585,36.02,1,1.0,0.67,,desktop,silver,1
40,1,4.7,0.725,8.06,1,5.8,0.793,0.138,mobile,bronze,1
48,10,,0.554,1133.23,1,18.4,0.324,,mobile,gold,0
5,11,16.5,0.225,306.53,1,11.9,0.237,0.679,desktop,platinum,0
6,1,4.7,0.722,101.49,3,1.0,0.896,0.0,desktop,bronze,1
6,7,13.0,0.035,439.42,0,10.6,0.248,0.817,desktop,bronze,0
9,1,2.0,0.554,25.1,1,2.1,0.66,0.117,desktop,bronze,0
1,1,9.1,0.361,2.39,0,1.4,0.495,0.695,mobile,bronze,0
15,1,4.5,0.731,81.38,1,9.4,0.59,0.181,desktop,bronze,0
4,1,5.6,,74.66,2,1.0,0.544,0.058,mobile,silver,0
129,1,2.9,0.358,82.75,3,1.0,0.659,0.392,mobile,bronze,0
34,6,22.4,0.162,485.8,0,4.2,0.119,0.468,desktop,platinum,1
246,1,2.3,0.651,,5,,0.718,0.483,mobile,gold,0
8,10,16.6,0.11,684.16,0,13.6,0.552,0.588,tablet,platinum,0
163,1,,0.469,93.86,1,4.1,0.204,0.554,mobile,bronze,1
17,9,11.2,0.198,131.31,0,12.8,0.218,0.386,desktop,bronze,1
67,1,9.5,0.651,65.78,0,5.9,0.171,0.326,desktop,gold,0
21,7,23.8,0.222,11.38,0,14.9,0.155,0.692,desktop,silver,0
14,0,0.5,0.723,54.49,2,1.0,0.774,0.047,mobile,bronze,0
1,10,23.6,,866.77,0,11.7,0.212,0.594,mobile,gold,0
2,11,21.6,0.225,726.3,1,17.6,0.231,0.443,desktop,platinum,0
10,7,19.2,0.081,1550.38,0,7.9,0.089,0.761,tablet,gold,0
148,1,3.8,0.462,104.58,1,4.1,0.274,0.043,mobile,silver,0
54,1,5.4,0.759,206.56,4,1.2,0.433,0.652,mobile,bronze,0
24,1,5.7,0.054,256.0,0,5.0,0.253,0.613,desktop,bronze,0
72,0,0.5,0.604,0.49,2,3.7,0.448,0.373,desktop,silver,1
30,0,2.7,0.175,46.71,3,6.6,0.198,0.2,mobile,bronze,0
73,1,6.1,0.756,77.58,1,1.4,0.397,0.43,desktop,bronze,1
10,8,22.3,0.301,577.43,0,14.0,0.16,,mobile,platinum,0
14,9,10.6,0.038,737.15,0,9.9,0.099,0.763,mobile,gold,0
2,8,17.4,0.069,316.32,0,9.6,0.158,0.637,desktop,gold,0
73,3,4.1,0.463,66.86,0,3.6,0.363,0.368,desktop,silver,1
45,0,3.3,0.738,52.4,4,1.2,0.391,0.091,desktop,platinum,0
19,3,18.1,0.127,105.1,0,4.8,0.713,0.685,desktop,bronze,0
1,17,23.1,0.214,696.53,1,10.4,0.775,0.649,mobile,gold,0
4,3,21.9,0.001,513.15,0,17.5,0.147,0.525,desktop,silver,0
8,3,12.1,0.2,418.97,0,15.5,0.064,0.624,desktop,gold,0
1,12,21.6,0.37,980.76,0,8.8,0.399,0.716,desktop,gold,0
